M DIAS BRANCO S.A. INDUSTRIA E COMERCIO DE ALIMENTOS - 07206816000115
ROD. BR-116, S/N KM 18 - JABUTI     
61766-650 CE EUSEBIO
N° Cliente: 105330716

Período de Referência: 23/04/2023 a 22/05/2023
Data de Vencimento: 15/07/2023 - Filtro:   - (Todos)
Valor: R$ 442,75
Nota Fiscal Claro:156588532/052023:B64 PIS: Aliquota: 0,65 Base de Calculo: 265,90 Valor Imposto: 1,73
Nota Fiscal Claro:156588532/052023:B64 PIS: Aliquota: 3,00 Base de Calculo: 265,90 Valor Imposto: 7,98
Nota Fiscal Claro:156588532/052023:B64 PIS: Aliquota: 7,60 Base de Calculo: 118,59 Valor Imposto: 9,06
Nota Fiscal Claro:156588532/052023:B64 PIS: Aliquota: 1,65 Base de Calculo: 118,59 Valor Imposto: 1,99
Nota Fiscal Claro:156588532/052023:B64 ICMS: Aliquota: 18,00 Base de Calculo: 324,16 Valor Imposto: 58,35
Nota Fiscal Claro:162812005/052023 Documento Financeiro: Aliquota: 0,00 Base de Calculo: 0,00 Valor Imposto: 118,59

Identificação para débito automático: 127119643

Tel;Seção;Data;Hora;Origem(UF)-Destino;Número;Duração/Quantidade;Tarifa;Valor;Valor Cobrado;Nome;CC;Matrícula;Sub-Seção;Tipo Imposto;Descrição;Cargo;Nome Local Origem;Nome Local Destino;Código Local Origem;Código Local Destino
12 99240-5137;Assinatura Plano Sob Medida : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,03;1,03;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
12 99240-4861;Serviço Tarifa Zero SMS Intra-Grupo : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,08;1,08;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
19 98983-5139;Serviço de Gestão : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;11,91;11,91;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
19 98983-9986;Pacote de Min. Local e LD para Qualquer Destino : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;2,17;2,17;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
19 98983-9986;PJ Internet Corp Ilimitado 5GB : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;28,22;28,22;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
19 98984-0960;Pacote de Min. Local e LD para Qualquer Destino : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;2,17;2,17;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
12 99240-5137;PJ Internet Corp Ilimitado 5GB : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;27,02;27,02;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
12 99240-4978;PJ Internet Corp Ilimitado 5GB : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;28,22;28,22;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
12 99240-5137;Serviço de Gestão : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;11,4;11,4;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
12 99240-4861;Serviço de Gestão : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;11,91;11,91;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
12 99240-5121;Serviço de Gestão : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;11,91;11,91;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
18 99109-5219;Serviço de Gestão : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;11,91;11,91;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
12 99240-5137;Serviço Tarifa Zero SMS Intra-Grupo : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,08;1,08;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
19 98983-9986;Assinatura Plano Sob Medida : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,08;1,08;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
18 99109-5219;Assinatura Plano Sob Medida : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,08;1,08;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
18 99109-5219;Pacote de Min. Local e LD para Qualquer Destino : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;2,17;2,17;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
19 98983-5139;Assinatura Plano Sob Medida : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,08;1,08;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
12 99240-4925;Pacote de Min. Local e LD para Qualquer Destino : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;2,17;2,17;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
19 98984-0960;Serviço de Gestão : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;11,91;11,91;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
19 98983-8574;Assinatura Plano Sob Medida : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,08;1,08;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
12 99240-4925;Serviço Tarifa Zero SMS Intra-Grupo : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,08;1,08;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
12 99240-4861;Pacote de Min. Local e LD para Qualquer Destino : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;2,17;2,17;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
12 99240-4925;PJ Internet Corp Ilimitado 5GB : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;28,22;28,22;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
12 99240-4978;Serviço de Gestão : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;11,91;11,91;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
19 98983-8574;Serviço Tarifa Zero SMS Intra-Grupo : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,08;1,08;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
12 99240-5121;Pacote de Min. Local e LD para Qualquer Destino : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;2,17;2,17;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
19 98984-0960;Assinatura Plano Sob Medida : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,08;1,08;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
12 99240-4925;Assinatura Plano Sob Medida : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,08;1,08;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
19 98984-0960;Serviço Tarifa Zero SMS Intra-Grupo : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,08;1,08;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
19 98983-8574;Pacote de Min. Local e LD para Qualquer Destino : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;2,17;2,17;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
19 98984-0960;PJ Internet Corp Ilimitado 5GB : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;28,22;28,22;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
12 99240-4861;Assinatura Plano Sob Medida : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,08;1,08;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
12 99240-4978;Pacote de Min. Local e LD para Qualquer Destino : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;2,17;2,17;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
19 98983-8574;PJ Internet Corp Ilimitado 5GB : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;28,22;28,22;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
19 98983-5139;PJ Internet Corp Ilimitado 5GB : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;28,22;28,22;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
12 99240-4978;Assinatura Plano Sob Medida : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,08;1,08;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
12 99240-5121;Serviço Tarifa Zero SMS Intra-Grupo : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,08;1,08;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
18 99109-5219;Serviço Tarifa Zero SMS Intra-Grupo : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,08;1,08;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
12 99240-5137;Pacote de Min. Local e LD para Qualquer Destino : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;2,08;2,08;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
12 99240-4861;PJ Internet Corp Ilimitado 5GB : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;28,22;28,22;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
19 98983-5139;Pacote de Min. Local e LD para Qualquer Destino : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;2,17;2,17;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
19 98983-9986;Serviço Tarifa Zero SMS Intra-Grupo : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,08;1,08;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
12 99240-4978;Serviço Tarifa Zero SMS Intra-Grupo : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,08;1,08;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
19 98983-5139;Serviço Tarifa Zero SMS Intra-Grupo : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,08;1,08;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
19 98983-9986;Serviço de Gestão : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;11,91;11,91;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
19 98983-8574;Serviço de Gestão : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;11,91;11,91;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
