M DIAS BRANCO S.A INDUSTRIA E COMERCIO DE ALIMENTOS - 07206816000115
ROD. BR-116, S/N KM 18 - JABUTI     
61766-650 CE EUSEBIO
N° Cliente: 105330716

Período de Referência: 23/04/2023 a 22/05/2023
Data de Vencimento: 15/07/2023 - Filtro:   - (Todos)
Valor: R$ 31,12
Nota Fiscal Claro:018222889/052023:B23 PIS: Aliquota: 1,65 Base de Calculo: 11,40 Valor Imposto: 0,19
Nota Fiscal Claro:018222889/052023:B23 PIS: Aliquota: 3,00 Base de Calculo: 3,84 Valor Imposto: 0,12
Nota Fiscal Claro:018222889/052023:B23 ICMS: Aliquota: 20,00 Base de Calculo: 4,82 Valor Imposto: 0,96
Nota Fiscal Claro:018222889/052023:B23 PIS: Aliquota: 7,60 Base de Calculo: 11,40 Valor Imposto: 0,87
Nota Fiscal Claro:018222889/052023:B23 PIS: Aliquota: 0,65 Base de Calculo: 3,84 Valor Imposto: 0,02
Nota Fiscal Claro:020263001/052023 Documento Financeiro: Aliquota: 0,00 Base de Calculo: 0,00 Valor Imposto: 11,40

Identificação para débito automático: 115302897

Tel;Seção;Data;Hora;Origem(UF)-Destino;Número;Duração/Quantidade;Tarifa;Valor;Valor Cobrado;Nome;CC;Matrícula;Sub-Seção;Tipo Imposto;Descrição;Cargo;Nome Local Origem;Nome Local Destino;Código Local Origem;Código Local Destino
85 99176-0855;Assinatura Plano Sob Medida : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;,98;,98;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
85 99176-0855;Consumo Compartilhado : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;0;0;;;;Franquias e Planos;;;;;;;
85 99176-0855;Consumo Compartilhado : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;0;0;;;;Franquias e Planos;;;;;;;
85 99176-0855;PJ Bônus de Internet Turbo - 300MB : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;0;0;;;;Franquias e Planos;;;;;;;
85 99176-0855;Consumo Compartilhado : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;0;0;;;;Franquias e Planos;;;;;;;
85 99176-0855;Consumo Compartilhado : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;0;0;;;;Franquias e Planos;;;;;;;
85 99176-0855;Pacote de Min. Local e LD para Qualquer Destino : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;1,98;1,98;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
85 99176-0855;Consumo Compartilhado : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;0;0;;;;Franquias e Planos;;;;;;;
;Débitos Anteriores Ref. 10/2021 : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;14,9;14,9;;;;Débitos Anteriores;;;;;;;
85 99176-0855;Serviço de Gestão : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;11,4;11,4;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
85 99176-0855;Serviço Tarifa Zero SMS Intra-Grupo : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;,98;,98;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
85 99176-0855;PJ Internet Corp Ilimitado 300MB : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;,88;,88;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
85 99176-0855;Consumo Compartilhado : 23/04/2023 a 22/05/2023;23/04/2023;;;;;0,00;0;0;;;;Franquias e Planos;;;;;;;
85 99176-0855;Internet (MB);28/04/2023;14:06:03;;;,009765;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00085;0
85 99176-0855;Internet (MB);29/04/2023;10:36:20;;;,014648;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00085;0
85 99176-0855;Internet (MB);10/05/2023;10:43:06;;;447,570312;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00085;0
85 99176-0855;Internet (MB);10/05/2023;13:11:01;;;,009765;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Download;;;;00085;0
85 99176-0855;Internet (MB);11/05/2023;01:11:23;;;181,279296;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00085;0
85 99176-0855;Internet (MB);11/05/2023;12:58:41;;;,009765;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Download;;;;00085;0
85 99176-0855;Claro-Claro;11/05/2023;13:25:40;Ceará - Ceará (85);85991007608;00:00:54;0,00;0;0;;;;Ligações Locais;;;;Ceará;Ceará (85);00085;00085
85 99176-0855;Internet (MB);12/05/2023;06:12:47;;;18,877929;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00085;0
85 99176-0855;Internet (MB);12/05/2023;10:47:40;;;,029296;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Download;;;;00085;0
85 99176-0855;Claro-Claro;13/05/2023;10:29:24;Ceará - Ceará (85);85991007608;00:00:30;0,00;0;0;;;;Ligações Locais;;;;Ceará;Ceará (85);00085;00085
85 99176-0855;Claro-Claro;13/05/2023;10:30:20;Ceará - Ceará (85);85992693519;00:01:54;0,00;0;0;;;;Ligações Locais;;;;Ceará;Ceará (85);00085;00085
